ID,fixed acidity,,volatile acidity,,citric acid,,residual sugar,,chlorides,,free sulfur dioxide,,total sulfur dioxide,,density,,pH,,sulphates,,alcohol,type,location,quality,Predicted Type,,Avg. Alcohol,Avg. Sulphates,Avg. Fixed Acids,Avg. Vol Acids,Avg. Citric Acid,Avg. Res. Sugar,Avg. Chlorides,Avg. Free Sulph,Avg. Tot Sulph,Avg. Density,Avg. pH,,,,,,,,,,
5329,5.6,white,0.5,red,0.09,red,2.3,red,0.049,white,17,red,99,white,0.9937,white,3.63,red,0.63,red,13,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,white,red,white,white,red,red
5332,7.9,red,0.885,red,0.03,red,1.8,red,0.058,white,4,red,8,red,0.9972,red,3.36,red,0.33,white,9.1,red,Texas,4,red,,,,,,,,,,,,,red,red,red,red,white,red,red,red,red,white
5335,8.3,red,0.26,white,0.37,white,1.4,red,0.076,red,8,red,23,red,0.9974,red,3.26,red,0.7,red,9.6,red,California,6,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,red,red
5339,7.7,red,0.26,white,0.26,red,2,red,0.052,white,19,red,77,red,0.9951,white,3.15,white,0.79,red,10.9,red,California,6,red,,,,,,,,,,,,,red,white,red,red,white,red,red,white,white,red
5352,8.8,red,0.6,red,0.29,red,2.2,red,0.098,red,5,red,15,red,0.9988,red,3.36,red,0.49,white,9.1,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,white
5353,10,red,0.46,red,0.44,white,2.9,red,0.065,white,4,red,8,red,0.99674,red,3.33,red,0.62,red,12.2,red,California,6,red,,,,,,,,,,,,,red,red,white,red,white,red,red,red,red,red
5356,6.2,white,0.7,red,0.15,red,5.1,white,0.076,red,13,red,27,red,0.99622,red,3.54,red,0.6,red,11.9,red,California,6,red,,,,,,,,,,,,,white,red,red,white,red,red,red,red,red,red
5357,8.8,red,0.55,red,0.04,red,2.2,red,0.119,red,14,red,56,red,0.9962,red,3.21,white,0.6,red,10.9,red,Texas,6,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,white,red
5361,9.8,red,0.66,red,0.39,white,3.2,red,0.083,red,21,red,59,red,0.9989,red,3.37,red,0.71,red,11.5,red,California,7,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,red,red
5369,8.7,red,0.82,red,0.02,red,1.2,red,0.07,red,36,white,48,red,0.9952,white,3.2,white,0.58,red,9.8,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,white,red,white,white,red
5371,7.9,red,0.51,red,0.25,red,2.9,red,0.077,red,21,red,45,red,0.9974,red,3.49,red,0.96,red,12.1,red,California,6,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,red
5372,8.7,red,0.33,white,0.38,white,3.3,red,0.063,white,10,red,19,red,0.99468,white,3.3,red,0.73,red,12,red,California,7,red,,,,,,,,,,,,,red,white,white,red,white,red,red,white,red,red
5374,8.2,red,0.38,white,0.32,white,2.5,red,0.08,red,24,red,71,red,0.99624,red,3.27,red,0.85,red,11,red,California,6,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,red,red
5382,7.2,white,0.66,red,0.33,white,2.5,red,0.068,red,34,white,102,white,0.99414,white,3.27,red,0.78,red,12.8,red,Texas,6,red,,,,,,,,,,,,,white,red,white,red,red,white,white,white,red,red
5385,7.5,white,0.38,white,0.57,white,2.3,red,0.106,red,5,red,12,red,0.99605,red,3.36,red,0.55,white,11.4,red,California,6,red,,,,,,,,,,,,,white,white,white,red,red,red,red,red,red,white
5389,7.2,white,0.63,red,0,red,1.9,red,0.097,red,14,red,38,red,0.99675,red,3.37,red,0.58,red,9,red,Texas,6,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
5391,10.3,red,0.59,red,0.42,white,2.8,red,0.09,red,35,white,73,red,0.999,red,3.28,red,0.7,red,9.5,red,California,6,red,,,,,,,,,,,,,red,red,white,red,red,white,red,red,red,red
5392,7.1,white,0.75,red,0.01,red,2.2,red,0.059,white,11,red,18,red,0.99242,white,3.39,red,0.4,white,12.8,red,California,6,red,,,,,,,,,,,,,white,red,red,red,white,red,red,white,red,white
5399,7.4,white,0.64,red,0.07,red,1.8,red,0.1,red,8,red,23,red,0.9961,red,3.3,red,0.58,red,9.6,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
5404,11.3,red,0.34,white,0.45,white,2,red,0.082,red,6,red,15,red,0.9988,red,2.94,white,0.66,red,9.2,red,California,6,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,white,red
5412,9.4,red,0.615,red,0.28,red,3.2,red,0.087,red,18,red,72,red,1.0001,red,3.31,red,0.53,white,9.7,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,red,white
5413,12.6,red,0.39,white,0.49,white,2.5,red,0.08,red,8,red,20,red,0.9992,red,3.07,white,0.82,red,10.3,red,California,6,red,,,,,,,,,,,,,red,white,white,red,red,red,red,red,white,red
5414,9.2,red,0.52,red,1,white,3.4,red,0.61,red,32,white,69,red,0.9996,red,2.74,white,2,red,9.4,red,Texas,4,red,,,,,,,,,,,,,red,red,white,red,red,white,red,red,white,red
5416,6,white,0.51,red,0,red,2.1,red,0.064,white,40,white,54,red,0.995,white,3.54,red,0.93,red,10.7,red,California,6,red,,,,,,,,,,,,,white,red,red,red,white,white,red,white,red,red
5422,8.4,red,0.745,red,0.11,red,1.9,red,0.09,red,16,red,63,red,0.9965,red,3.19,white,0.82,red,9.6,red,Texas,5,red,,,,,,,,,,,,,red,red,red,red,red,red,red,red,white,red
5423,6.4,white,0.42,red,0.09,red,2.3,red,0.054,white,34,white,64,red,0.99724,red,3.41,red,0.68,red,10.4,red,California,6,red,,,,,,,,,,,,,white,red,red,red,white,white,red,red,red,red
5440,12.4,red,0.4,white,0.51,white,2,red,0.059,white,6,red,24,red,0.9994,red,3.04,white,0.6,red,9.3,red,California,6,red,,,,,,,,,,,,,red,white,white,red,white,red,red,red,white,red
5444,6.8,white,0.5,red,0.11,red,1.5,red,0.075,red,16,red,49,red,0.99545,red,3.36,red,0.79,red,9.5,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
5447,6.5,white,0.46,red,0.14,red,2.4,red,0.114,red,9,red,37,red,0.99732,red,3.66,red,0.65,red,9.8,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,red
5448,10,red,0.42,red,0.5,white,3.4,red,0.107,red,7,red,21,red,0.9979,red,3.26,red,0.93,red,11.8,red,California,6,red,,,,,,,,,,,,,red,red,white,red,red,red,red,red,red,red
5450,7.1,white,0.46,red,0.14,red,2.8,red,0.076,red,15,red,37,red,0.99624,red,3.36,red,0.49,white,10.7,red,Texas,5,red,,,,,,,,,,,,,white,red,red,red,red,red,red,red,red,white
5461,8.2,red,0.33,white,0.39,white,2.5,red,0.074,red,29,white,48,red,0.99528,white,3.32,red,0.88,red,12.4,red,Texas,7,red,,,,,,,,,,,,,red,white,white,red,red,white,red,white,red,red
1,7.2,white,0.34,white,0.34,white,12.6,white,0.048,white,7,red,41,red,0.9942,white,3.19,white,0.4,white,11.7,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,red,red,white,white,white
2,6,white,0.27,white,0.28,red,4.8,white,0.063,white,31,white,201,white,0.9964,red,3.69,red,0.71,red,10,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,red
3,6.9,white,0.26,white,0.49,white,1.6,red,0.058,white,39,white,166,white,0.9965,red,3.65,red,0.52,white,9.4,white,Texas,4,white,,,,,,,,,,,,,white,white,white,red,white,white,white,red,red,white
4,6.6,white,0.25,white,0.34,white,3,red,0.054,white,22,red,141,white,0.99338,white,3.26,red,0.47,white,10.4,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,red,white
5,7.1,white,0.17,white,0.43,white,1.3,red,0.023,white,33,white,132,white,0.99067,white,3.11,white,0.56,white,11.7,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
6,6,white,0.29,white,0.25,red,1.4,red,0.033,white,30,white,114,white,0.98794,white,3.08,white,0.43,white,13.2,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
8,6.8,white,0.45,red,0.3,red,11.8,white,0.094,red,23,red,97,white,0.997,red,3.09,white,0.44,white,9.6,white,Texas,5,red,,,,,,,,,,,,,white,red,red,white,red,red,white,red,white,white
9,9.1,red,0.27,white,0.32,white,1.1,red,0.031,white,15,red,151,white,0.9936,white,3.03,white,0.41,white,10.6,white,Texas,5,white,,,,,,,,,,,,,red,white,white,red,white,red,white,white,white,white
10,7.8,red,0.32,white,0.33,white,10.4,white,0.031,white,47,white,194,white,0.99692,red,3.07,white,0.58,red,9.6,white,California,6,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,white,red
12,6.9,white,0.23,white,0.34,white,2.7,red,0.032,white,24,red,121,white,0.9902,white,3.14,white,0.38,white,12.4,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,white,white
13,8.4,red,0.19,white,0.42,white,1.6,red,0.047,white,9,red,101,white,0.994,white,3.06,white,0.65,red,11.1,white,Texas,4,white,,,,,,,,,,,,,red,white,white,red,white,red,white,white,white,red
17,7.4,white,0.3,white,0.49,white,8.2,white,0.055,white,49,white,188,white,0.9974,red,3.52,red,0.58,red,9.7,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,red
18,6.3,white,0.28,white,0.47,white,11.2,white,0.04,white,61,white,183,white,0.99592,red,3.12,white,0.51,white,9.5,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
20,5.9,white,0.24,white,0.3,red,2,red,0.033,white,28,white,92,red,0.99225,white,3.39,red,0.69,red,10.9,white,California,7,red,,,,,,,,,,,,,white,white,red,red,white,white,red,white,red,red
21,6.7,white,0.19,white,0.23,red,6.2,white,0.047,white,36,white,117,white,0.9945,white,3.34,red,0.43,white,9.6,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,red,white
22,7.1,white,0.12,white,0.3,red,3.1,red,0.018,white,15,red,37,red,0.99004,white,3.02,white,0.52,white,11.9,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,red,red,white,white,white
24,6.8,white,0.31,white,0.32,white,7.6,white,0.052,white,35,white,143,white,0.9959,red,3.14,white,0.38,white,9,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
25,7.7,red,0.34,white,0.28,red,11,white,0.04,white,31,white,117,white,0.99815,red,3.27,red,0.29,white,9.2,white,California,6,white,,,,,,,,,,,,,red,white,red,white,white,white,white,red,red,white
27,9.2,red,0.71,red,0.23,red,6.2,white,0.042,white,15,red,93,white,0.9948,white,2.89,white,0.34,white,10.1,white,California,6,white,,,,,,,,,,,,,red,red,red,white,white,red,white,white,white,white
28,6.1,white,0.34,white,0.46,white,4.7,white,0.029,white,21,red,94,white,0.991,white,3.29,red,0.62,red,12.3,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,red,white,white,red,red
29,6.8,white,0.25,white,0.18,red,1.4,red,0.056,white,13,red,137,white,0.9935,white,3.11,white,0.42,white,9.5,white,Texas,5,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,white,white
32,5.8,white,0.29,white,0.15,red,1.1,red,0.029,white,12,red,83,red,0.9898,white,3.3,red,0.4,white,11.4,white,Texas,6,red,,,,,,,,,,,,,white,white,red,red,white,red,red,white,red,white
33,7.1,white,0.34,white,0.31,white,5.2,white,0.032,white,36,white,140,white,0.99166,white,3.35,red,0.47,white,12.3,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
35,8,red,0.44,red,0.49,white,9.1,white,0.031,white,46,white,151,white,0.9926,white,3.16,white,0.27,white,12.7,white,Texas,8,white,,,,,,,,,,,,,red,red,white,white,white,white,white,white,white,white
36,7.3,white,0.21,white,0.3,red,10.9,white,0.037,white,18,red,112,white,0.997,red,3.4,red,0.5,white,9.6,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,red,white,red,red,white
38,7.1,white,0.18,white,0.39,white,14.5,white,0.051,white,48,white,156,white,0.99947,red,3.35,red,0.78,red,9.1,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,red
39,7,white,0.32,white,0.27,red,7.1,white,0.027,white,37,white,122,white,0.99165,white,3.15,white,0.6,red,12.6,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,red
40,6.3,white,0.34,white,0.19,red,5.8,white,0.041,white,22,red,145,white,0.9943,white,3.15,white,0.63,red,9.9,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,red,white,white,white,red
43,5,white,0.33,white,0.16,red,1.5,red,0.049,white,10,red,97,white,0.9917,white,3.48,red,0.44,white,10.7,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,white
44,6.7,white,0.16,white,0.28,red,2.5,red,0.046,white,40,white,153,white,0.9921,white,3.38,red,0.51,white,11.4,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,red,white
45,7.1,white,0.49,red,0.22,red,2,red,0.047,white,146.5,white,307.5,white,0.9924,white,3.24,white,0.37,white,11,white,Texas,3,white,,,,,,,,,,,,,white,red,red,red,white,white,white,white,white,white
46,6.8,white,0.24,white,0.38,white,8.3,white,0.045,white,50,white,185,white,0.99578,red,3.15,white,0.5,white,9.5,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
47,8.6,red,0.23,white,0.4,white,4.2,red,0.035,white,17,red,109,white,0.9947,white,3.14,white,0.53,white,9.7,white,Texas,5,white,,,,,,,,,,,,,red,white,white,red,white,red,white,white,white,white
48,6.6,white,0.3,white,0.25,red,8,white,0.036,white,21,red,124,white,0.99362,white,3.06,white,0.38,white,10.8,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,red,white,white,white,white
49,7.5,white,0.21,white,0.29,red,1.5,red,0.046,white,35,white,107,white,0.99123,white,3.15,white,0.45,white,11.3,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
50,7.7,red,0.39,white,0.49,white,7.7,white,0.036,white,11,red,110,white,0.9966,red,3.33,red,0.76,red,10,white,California,6,red,,,,,,,,,,,,,red,white,white,white,white,red,white,red,red,red
51,6.2,white,0.255,white,0.24,red,1.7,red,0.039,white,138.5,white,272,white,0.99452,white,3.53,red,0.53,white,9.6,white,Texas,4,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,red,white
52,7.5,white,0.28,white,0.33,white,7.7,white,0.048,white,42,white,180,white,0.9974,red,3.37,red,0.59,red,10.1,white,Texas,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,red
54,8.2,red,0.3,white,0.44,white,12.4,white,0.043,white,52,white,154,white,0.99452,white,3.04,white,0.33,white,12,white,California,6,white,,,,,,,,,,,,,red,white,white,white,white,white,white,white,white,white
55,6,white,0.31,white,0.24,red,3.3,red,0.041,white,25,red,143,white,0.9914,white,3.31,red,0.44,white,11.3,white,Texas,6,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,white
56,6.8,white,0.32,white,0.3,red,3.3,red,0.029,white,15,red,80,red,0.99061,white,3.33,red,0.63,red,12.6,white,California,7,red,,,,,,,,,,,,,white,white,red,red,white,red,red,white,red,red
57,7.8,red,0.25,white,0.34,white,13.7,white,0.044,white,66,white,184,white,0.99976,red,3.22,white,0.75,red,8.9,white,California,5,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,white,red
59,7.5,white,0.32,white,0.49,white,1.7,red,0.031,white,44,white,109,white,0.9906,white,3.07,white,0.46,white,12.5,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
60,5.4,white,0.415,red,0.19,red,1.6,red,0.039,white,27,white,88,red,0.99265,white,3.54,red,0.41,white,10,white,California,7,red,,,,,,,,,,,,,white,red,red,red,white,white,red,white,red,white
64,7.2,white,0.31,white,0.5,white,13.3,white,0.056,white,68,white,195,white,0.9982,red,3.01,white,0.47,white,9.2,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
66,6.9,white,0.19,white,0.28,red,3,red,0.054,white,33,white,99,white,0.9924,white,3.16,white,0.4,white,10.8,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
67,7.4,white,0.27,white,0.26,red,11.8,white,0.053,white,55,white,173,white,0.99699,red,3.11,white,0.6,red,9.8,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,red
69,8.4,red,0.31,white,0.31,white,0.95,red,0.021,white,52,white,148,white,0.99038,white,2.93,white,0.32,white,11.5,white,California,5,white,,,,,,,,,,,,,red,white,white,red,white,white,white,white,white,white
70,7.3,white,0.34,white,0.3,red,1.3,red,0.057,white,25,red,173,white,0.9948,white,3.26,red,0.51,white,9.1,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,white
72,8,red,0.45,red,0.28,red,10.8,white,0.051,white,25,red,157,white,0.9957,red,3.06,white,0.47,white,11.4,white,California,7,red,,,,,,,,,,,,,red,red,red,white,white,red,white,red,white,white
73,6.5,white,0.26,white,0.27,red,12.9,white,0.044,white,69,white,215,white,0.9967,red,3.17,white,0.43,white,10,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
74,7.1,white,0.2,white,0.37,white,1.5,red,0.049,white,28,white,129,white,0.99226,white,3.15,white,0.52,white,10.8,white,California,5,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
75,7.3,white,0.42,red,0.38,white,6.8,white,0.045,white,29,white,122,white,0.9925,white,3.19,white,0.37,white,12.6,white,California,7,white,,,,,,,,,,,,,white,red,white,white,white,white,white,white,white,white
76,9.8,red,0.31,white,0.49,white,15.4,white,0.046,white,13,red,119,white,1.0004,red,3.18,white,0.45,white,9.5,white,Texas,5,white,,,,,,,,,,,,,red,white,white,white,white,red,white,red,white,white
77,6.7,white,0.5,red,0.36,white,11.5,white,0.096,red,18,red,92,red,0.99642,red,3.11,white,0.49,white,9.6,white,Texas,5,red,,,,,,,,,,,,,white,red,white,white,red,red,red,red,white,white
78,6,white,0.3,white,0.33,white,2.1,red,0.042,white,31,white,127,white,0.98964,white,3.32,red,0.42,white,12.5,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,white
80,5.6,white,0.2,white,0.66,white,10.2,white,0.043,white,78,white,175,white,0.9945,white,2.98,white,0.43,white,10.4,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
81,6,white,0.13,white,0.36,white,1.6,red,0.052,white,23,red,72,red,0.98974,white,3.1,white,0.5,white,11.5,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,white,white
83,6.8,white,0.43,red,0.26,red,5.2,white,0.043,white,40,white,176,white,0.99116,white,3.17,white,0.41,white,12.3,white,Texas,6,white,,,,,,,,,,,,,white,red,red,white,white,white,white,white,white,white
84,6.9,white,0.19,white,0.32,white,7.9,white,0.042,white,30,white,130,white,0.99456,white,3.4,red,0.39,white,10.5,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
86,7.3,white,0.3,white,0.22,red,6.4,white,0.056,white,44,white,168,white,0.9947,white,3.13,white,0.35,white,10.1,white,Texas,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
87,5.4,white,0.23,white,0.36,white,1.5,red,0.03,white,74,white,121,white,0.98976,white,3.24,white,0.99,red,12.1,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,red
89,7.1,white,0.145,white,0.33,white,4.6,white,0.05,white,33,white,131,white,0.9942,white,3.28,red,0.4,white,9.6,white,Texas,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
93,7,white,0.36,white,0.14,red,11.6,white,0.043,white,35,white,228,white,0.9977,red,3.13,white,0.51,white,8.9,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
94,5.7,white,0.28,white,0.28,red,2.2,red,0.019,white,15,red,65,red,0.9902,white,3.06,white,0.52,white,11.2,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,red,red,white,white,white
98,6.9,white,0.26,white,0.27,red,4.2,red,0.031,white,20,red,80,red,0.99089,white,3.12,white,0.39,white,11.5,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,red,red,white,white,white
100,7.8,red,0.32,white,0.33,white,10.4,white,0.031,white,47,white,194,white,0.99692,red,3.07,white,0.58,red,9.6,white,California,6,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,white,red
101,7.6,red,0.21,white,0.35,white,1.2,red,0.041,white,7,red,106,white,0.9914,white,3.06,white,0.45,white,11.3,white,California,4,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,white,white
102,6.4,white,0.26,white,0.24,red,6.4,white,0.04,white,27,white,124,white,0.9903,white,3.22,white,0.49,white,12.6,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
103,7.6,red,0.3,white,0.25,red,4.3,red,0.054,white,22,red,111,white,0.9956,red,3.12,white,0.49,white,9.2,white,Texas,5,white,,,,,,,,,,,,,white,white,red,red,white,red,white,red,white,white
104,7.9,red,0.29,white,0.39,white,6.7,white,0.036,white,6,red,117,white,0.9938,white,3.12,white,0.42,white,10.7,white,Texas,5,white,,,,,,,,,,,,,red,white,white,white,white,red,white,white,white,white
106,6.9,white,0.42,red,0.2,red,15.4,white,0.043,white,57,white,201,white,0.99848,red,3.08,white,0.54,white,9.4,white,California,5,white,,,,,,,,,,,,,white,red,red,white,white,white,white,red,white,white
108,7.4,white,0.27,white,0.26,red,11.8,white,0.053,white,55,white,173,white,0.99699,red,3.11,white,0.6,red,9.8,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,red
110,7,white,0.18,white,0.37,white,1.5,red,0.043,white,16,red,104,white,0.99216,white,3.18,white,0.5,white,10.8,white,California,5,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,white,white
111,6.8,white,0.73,red,0.2,red,6.6,white,0.054,white,25,red,65,red,0.99324,white,3.12,white,0.28,white,11.1,white,California,4,white,,,,,,,,,,,,,white,red,red,white,white,red,red,white,white,white
112,6.4,white,0.25,white,0.32,white,5.5,white,0.049,white,41,white,176,white,0.995,white,3.19,white,0.68,red,9.2,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,red
113,6.8,white,0.25,white,0.24,red,1.6,red,0.045,white,39,white,164,white,0.99402,white,3.53,red,0.58,red,10.8,white,California,5,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,red,red
114,6.8,white,0.28,white,0.4,white,22,white,0.048,white,48,white,167,white,1.001,red,2.93,white,0.5,white,8.7,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
115,6.8,white,0.19,white,0.33,white,4.9,white,0.047,white,42,white,130,white,0.99283,white,3.12,white,0.56,white,11,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
116,6.4,white,0.32,white,0.26,red,7.9,white,0.05,white,53,white,180,white,0.99514,white,3.14,white,0.5,white,9.6,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
